firm,model,drive,frame_type,generation_number,year,restyling_number,mileage,transmission,engine_power,steering_wheel,fuel_type,volume,ownership_periods,price
Mazda,CX-5,FF,SUV,2,2018,0,101474,AT,150,left,GASOLINE,2000.0,2.0,1879000
Chevrolet,Spark,FF,HATCH,0,2005,0,91000,MANUAL,52,left,GASOLINE,800.0,1.0,279650
Kia,Picanto,FF,HATCH,3,2019,0,34819,AUTO,84,left,GASOLINE,1200.0,2.0,938000
Volkswagen,Passat CC,FF,SEDAN,1,2011,0,270000,MANUAL,160,left,GASOLINE,1800.0,0.0,700000
Hyundai,Accent,FF,SEDAN,2,2011,0,160900,MANUAL,102,left,GASOLINE,1500.0,1.0,277000
Opel,Astra,FF,HATCH,3,2007,0,290000,MANUAL,140,left,GASOLINE,1800.0,4.0,279000
Kia,Sorento,4WD,SUV,1,2007,1,187000,AUTO,248,left,GASOLINE,3300.0,3.0,719000
Renault,Logan,FF,SEDAN,0,2012,0,70000,MANUAL,102,left,GASOLINE,1598.0,2.0,439000
Hyundai,Solaris,FF,SEDAN,2,2018,0,57523,MANUAL,123,left,GASOLINE,1600.0,1.0,939000
Fiat,Doblo,FF,MINIVAN,1,2012,1,102705,MANUAL,77,left,GASOLINE,1400.0,2.0,559000
Hyundai,ix35,FF,SUV,1,2014,1,116898,MANUAL,150,left,GASOLINE,2000.0,1.0,959990
Mitsubishi,Outlander,4WD,SUV,3,2014,0,50000,AUTO,146,left,GASOLINE,2000.0,2.0,1349990
SsangYong,Actyon,FF,SUV,2,2013,0,150000,MANUAL,149,left,GASOLINE,2000.0,1.0,719990
Chevrolet,Niva,4WD,SUV,1,2017,1,35000,MANUAL,80,left,GASOLINE,1700.0,1.0,590000
Renault,Sandero Stepway,FF,HATCH,2,2018,0,12000,MANUAL,113,left,GASOLINE,1600.0,1.0,840000
Audi,Q7,4WD,SUV,1,2006,0,182000,AT,350,left,GASOLINE,4200.0,6.0,655000
Infiniti,QX56,4WD,SUV,2,2012,0,141000,AT,405,left,GASOLINE,5600.0,6.0,1890000
Mitsubishi,Outlander,FF,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2363300
Kia,Rio,FF,WAGON,1,2005,1,170000,AT,97,left,GASOLINE,1500.0,4.0,174000
Mitsubishi,Outlander,FF,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2430520
Hyundai,Creta,FF,SUV,1,2019,0,79000,AT,123,left,GASOLINE,1600.0,1.0,1350000
Hyundai,Creta,FF,SUV,1,2017,0,153000,AT,123,left,GASOLINE,1600.0,1.0,1150000
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,0.0,1249900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,0.0,1249900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1813136
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1809900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1872571
Chery,Tiggo 4,FF,SUV,1,2021,1,0,AUTO,0,left,GASOLINE,1500.0,0.0,1449900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,AUTO,0,left,GASOLINE,1500.0,0.0,1463660
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1449900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1509900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,0.0,1271530
Toyota,Mark II,4WD,SEDAN,8,1998,1,230000,AT,160,right,GASOLINE,2000.0,0.0,550000
Ford,Focus,FF,HATCH,2,2005,0,228000,MANUAL,100,left,GASOLINE,1600.0,4.0,280000
Kia,Rio,FF,SEDAN,3,2011,0,110000,AT,107,left,GASOLINE,1400.0,0.0,585000
Mitsubishi,Lancer,FF,SEDAN,10,2011,1,119000,MANUAL,109,left,GASOLINE,1500.0,4.0,500000
Chevrolet,Captiva,4WD,SUV,1,2007,0,187000,AT,230,left,GASOLINE,3200.0,12.0,600000
Nissan,Qashqai,FF,SUV,0,2011,0,177950,AUTO,144,left,GASOLINE,2000.0,2.0,859000
Suzuki,Grand Vitara,4WD,SUV,2,2011,1,150000,MT,140,left,GASOLINE,2000.0,1.0,929000
Mitsubishi,Outlander,4WD,SUV,3,2019,3,55658,AUTO,146,left,GASOLINE,2000.0,1.0,1999000
Nissan,Tiida,FF,HATCH,1,2008,0,201793,AUTO,110,left,GASOLINE,1600.0,2.0,499000
BMW,X5,4WD,SUV,2,2011,1,141184,AT,306,left,GASOLINE,3000.0,2.0,1599000
Hyundai,Solaris,FF,SEDAN,1,2016,1,200000,AT,107,left,GASOLINE,1400.0,1.0,470000
Daewoo,Nexia,FF,SEDAN,1,2008,1,170000,MANUAL,75,left,GASOLINE,1500.0,0.0,99000
Toyota,Corolla,FF,SEDAN,11,2017,1,35700,MT,99,left,GASOLINE,1300.0,1.0,1275000
Toyota,Corolla,FF,SEDAN,10,2011,1,141619,AUTO,124,left,GASOLINE,1600.0,3.0,869000
Mercedes-Benz,C-Class,FR,SEDAN,2,2001,0,320000,AT,218,left,GASOLINE,3200.0,11.0,260000
Hyundai,Tucson,4WD,SUV,0,2005,0,138820,AUTO,140,left,GASOLINE,1975.0,4.0,679000
Hyundai,Creta,4WD,SUV,1,2017,0,40154,AUTO,149,left,GASOLINE,2000.0,1.0,1529000
Toyota,RAV4,4WD,SUV,5,2020,0,9816,AUTO,199,left,GASOLINE,2500.0,1.0,2979000
Suzuki,SX4,4WD,HATCH,1,2011,1,124000,MANUAL,112,left,GASOLINE,1600.0,2.0,720000
Mitsubishi,Lancer Cedia,FF,WAGON,9,2001,0,300000,AUTO,130,right,GASOLINE,1800.0,0.0,215000
Daihatsu,Terios Kid,4WD,SUV,1,2000,0,143000,AUTO,60,right,GASOLINE,700.0,0.0,240000
Toyota,RAV4,4WD,SUV,4,2015,0,127000,MT,146,left,GASOLINE,2000.0,1.0,1700000
Land Rover,Range Rover Sport,4WD,SUV,2,2019,1,28463,AUTO,360,left,GASOLINE,3000.0,1.0,5850000
Nissan,Murano,4WD,SUV,2,2011,1,135000,CVT,249,left,GASOLINE,3500.0,3.0,1089000
Honda,Civic Ferio,4WD,SEDAN,3,2001,0,328000,AT,115,right,GASOLINE,1500.0,0.0,260000
Subaru,Legacy,4WD,WAGON,3,2001,1,450000,AUTO,137,right,GASOLINE,2000.0,0.0,250000
Suzuki,Swift,FF,HATCH,1,2004,1,175500,AUTO,88,right,GASOLINE,1300.0,0.0,260000
Hyundai,Santa Fe,4WD,SUV,3,2013,0,153271,AUTO,175,left,GASOLINE,2400.0,3.0,1379000
Hyundai,Solaris,FF,SEDAN,1,2016,1,78390,MANUAL,107,left,GASOLINE,1400.0,4.0,749000
Renault,Duster,FF,SUV,1,2012,0,125633,AUTO,135,left,GASOLINE,2000.0,1.0,739000
Kia,Rio,FF,SEDAN,4,2017,0,79198,MANUAL,123,left,GASOLINE,1600.0,1.0,830000
Toyota,RAV4,4WD,SUV,3,2007,0,190000,AUTO,152,left,GASOLINE,2000.0,9.0,870000
Volkswagen,Tiguan,FF,SUV,1,2013,1,117459,AUTO,150,left,GASOLINE,1400.0,1.0,1029000
Hyundai,Elantra,FF,SEDAN,3,2005,1,189196,MT,105,left,GASOLINE,1600.0,2.0,264000
Infiniti,QX80,4WD,SUV,1,2013,0,199965,AUTO,405,left,GASOLINE,5600.0,4.0,2159000
Mitsubishi,ASX,FF,SUV,1,2010,0,153006,AUTO,140,left,GASOLINE,1800.0,3.0,769000
Land Rover,Discovery,4WD,SUV,3,2008,0,174402,AUTO,190,left,DIESEL,2700.0,9.0,769000
Toyota,Yaris,FF,HATCH,2,2008,0,133457,MT,70,left,GASOLINE,1000.0,4.0,355000
Volkswagen,Tiguan,FF,SUV,2,2020,0,7721,AUTO,150,left,GASOLINE,1400.0,1.0,2225000
Mitsubishi,Pajero,4WD,SUV,2,1997,1,330000,AUTO,245,right,GASOLINE,3500.0,0.0,290000
Chevrolet,Aveo,FF,SEDAN,1,2007,1,150000,MT,72,left,GASOLINE,1200.0,5.0,220000
Nissan,Teana,FF,SEDAN,2,2013,1,224000,CVT,182,left,GASOLINE,2500.0,2.0,820000
Ford,Focus,FF,HATCH,3,2017,1,145000,SAT,105,left,GASOLINE,1600.0,2.0,830000
Chevrolet,Lanos,FF,SEDAN,1,2006,0,133800,MANUAL,86,left,GASOLINE,1500.0,4.0,155000
Toyota,RAV4,4WD,SUV,2,2003,0,169275,AT,150,left,GASOLINE,2000.0,2.0,590000
Volkswagen,Tiguan,4WD,SUV,1,2010,0,130000,AT,,,,,,860000
Toyota,Land Cruiser Prado,4WD,SUV,4,2019,2,36000,AUTO,177,left,DIESEL,2800.0,2.0,4190000
Ford,Focus,FF,SEDAN,3,2012,0,107000,AUTO,105,left,GASOLINE,1600.0,2.0,650000
Opel,Astra,FF,SEDAN,2,2003,0,270000,MT,101,left,GASOLINE,1600.0,5.0,120000
Datsun,on-DO,FF,SEDAN,1,2014,0,200000,MANUAL,87,left,GASOLINE,1600.0,2.0,287000
Nissan,Leaf,FF,HATCH,1,2011,0,100000,SSR,109,right,ELECTRO,0.0,0.0,460000
Mitsubishi,Lancer,FF,SEDAN,9,2005,2,150000,MANUAL,98,left,GASOLINE,1600.0,5.0,255000
Toyota,RAV4,4WD,SUV,4,2019,1,20647,AT,180,left,GASOLINE,2500.0,1.0,2450000
Skoda,Octavia,FF,LIFTBACK,1,2008,1,251000,MANUAL,150,left,GASOLINE,1800.0,4.0,389000
Volkswagen,Polo,FF,SEDAN,5,2012,0,135000,MT,105,left,GASOLINE,1600.0,2.0,560000
Geely,MK Cross,FF,HATCH,1,2012,0,286000,MT,94,left,GASOLINE,1500.0,0.0,175000
Opel,Astra,FF,HATCH,4,2010,0,174000,AT,115,left,GASOLINE,1600.0,4.0,515000
Daewoo,Nexia,FF,SEDAN,1,2010,2,123000,MANUAL,109,left,GASOLINE,1600.0,1.0,145000
Volkswagen,Tiguan,4WD,SUV,1,2011,0,128000,AT,,,,,,935000
Opel,Astra,FF,HATCH,3,2007,0,240000,AT,140,left,GASOLINE,1800.0,3.0,320000
Geely,MK,FF,SEDAN,1,2013,0,200000,MT,94,left,GASOLINE,1500.0,2.0,77000
Toyota,Corolla,FF,SEDAN,10,2007,0,249000,MT,124,left,GASOLINE,1600.0,3.0,570000
Skoda,Roomster,FF,WAGON,1,2012,1,143129,MT,86,left,GASOLINE,1400.0,4.0,569830
Volkswagen,Tiguan,4WD,SUV,1,2013,1,89000,AUTO,170,left,GASOLINE,2000.0,1.0,1099900
Toyota,Land Cruiser,4WD,SUV,11,2011,0,165000,AT,235,left,DIESEL,4500.0,0.0,2350000
Daewoo,Nexia,FF,SEDAN,1,2011,2,94685,MANUAL,80,left,GASOLINE,1500.0,0.0,115000
Toyota,Camry,FF,SEDAN,8,2017,2,136000,AT,181,left,GASOLINE,2500.0,2.0,1725000
Kia,Carens,FF,MINIVAN,1,2005,1,168000,AUTO,139,left,GASOLINE,2000.0,6.0,116000
Honda,Airwave,4WD,WAGON,1,2008,0,140966,AUTO,110,right,GASOLINE,1500.0,0.0,430000
Volkswagen,Passat,FF,SEDAN,5,1999,0,229000,MANUAL,150,left,GASOLINE,1800.0,9.0,230000
Toyota,RAV4,4WD,SUV,4,2018,1,52000,AUTO,180,left,GASOLINE,2500.0,2.0,2258000
Nissan,Almera Classic,FF,SEDAN,1,2008,0,181415,AUTO,107,left,GASOLINE,1600.0,6.0,360000
Mitsubishi,Pajero,4WD,SUV,3,2004,1,223500,AUTO,202,left,GASOLINE,3500.0,4.0,750000
Dodge,Nitro,4WD,SUV,1,2007,0,169000,AUTO,205,left,GASOLINE,3700.0,4.0,890000
BMW,X6,4WD,SUV,1,2008,0,168000,AUTO,286,left,DIESEL,3000.0,4.0,1370000
Mazda,CX-5,4WD,SUV,2,2018,0,49000,AT,150,left,GASOLINE,2000.0,1.0,2650000
Opel,Astra GTC,FF,HATCH_3DR,3,2007,0,227000,AUTO,140,left,GASOLINE,1800.0,8.0,334999
Renault,Duster,4WD,SUV,1,2019,1,37131,AT,143,left,GASOLINE,2000.0,1.0,1250000
Subaru,Impreza,4WD,WAGON,1,1995,0,269504,AUTO,115,right,GASOLINE,1800.0,0.0,200000
Mitsubishi,Outlander,4WD,SUV,3,2012,0,32500,AUTO,146,left,GASOLINE,2000.0,2.0,1400000
Renault,Kaptur,FF,SUV,1,2018,0,31000,AUTO,114,left,GASOLINE,1600.0,2.0,1330000
Nissan,Navara,4WD,PICKUP,2,2006,0,255000,AUTO,174,left,DIESEL,2500.0,3.0,668000
Nissan,X-Trail,4WD,SUV,2,2013,1,167800,AUTO,141,left,GASOLINE,2000.0,3.0,1130000
Ford,Explorer,4WD,SUV,1,1994,0,200000,MT,155,left,GASOLINE,4000.0,4.0,85000
Subaru,Impreza,FF,WAGON,2,2002,0,330000,AT,100,right,GASOLINE,1500.0,0.0,235000
Toyota,RAV4,4WD,SUV,4,2014,0,136000,AT,150,left,DIESEL,2200.0,3.0,1485000
Toyota,Corolla,FF,SEDAN,10,2007,0,205000,MANUAL,97,left,GASOLINE,1400.0,0.0,480000
Toyota,Land Cruiser Prado,4WD,SUV,4,2020,2,0,AT,249,left,GASOLINE,4000.0,1.0,5700000
Mercedes-Benz,GLA-Class,4WD,SUV,1,2015,0,8500,SAT,211,left,GASOLINE,2000.0,2.0,2200000
Hyundai,Santa Fe,4WD,SUV,4,2020,0,14500,AT,,,2400,15.0,,3250000
Honda,CR-V,4WD,SUV,4,2013,0,100700,AT,150,left,GASOLINE,2000.0,2.0,1620000
BMW,5-Series,RR,SEDAN,3,1995,1,400000,MANUAL,150,left,GASOLINE,2000.0,9.0,230000
Renault,Logan,FF,SEDAN,1,2012,1,213000,MANUAL,75,left,GASOLINE,1400.0,2.0,240000
BMW,5-Series,4WD,SEDAN,7,2020,1,10700,AUTO,249,left,GASOLINE,2000.0,0.0,5200000
Toyota,Camry,FF,SEDAN,9,2018,0,55000,AT,181,left,GASOLINE,2500.0,1.0,2150000
Subaru,Legacy,4WD,WAGON,2,1996,1,300000,AT,175,right,GASOLINE,2500.0,0.0,139000
Toyota,Corolla,FF,SEDAN,0,2018,0,36808,AUTO,122,left,GASOLINE,1600.0,1.0,1500000
Mitsubishi,Outlander,4WD,SUV,3,2012,0,88534,AUTO,146,left,GASOLINE,2000.0,1.0,1249990
Volkswagen,Touareg,4WD,SUV,0,2010,0,192177,AUTO,240,left,DIESEL,3000.0,1.0,1150000
Ford,C-MAX,FF,MINIVAN,1,2008,1,205000,MANUAL,100,left,GASOLINE,1600.0,3.0,420000
Hyundai,Creta,FF,SUV,1,2017,0,52000,AUTO,123,left,GASOLINE,1600.0,1.0,1260000
Nissan,Note,FF,HATCH,1,2013,1,105000,AUTO,110,left,GASOLINE,1600.0,2.0,655000
Opel,Mokka,4WD,SUV,1,2013,0,133000,MANUAL,140,left,GASOLINE,1400.0,2.0,821600
Daewoo,Gentra,FF,SEDAN,2,2014,0,130000,AUTO,107,left,GASOLINE,1500.0,1.0,400000
Saab,9-3,FF,SEDAN,2,2008,1,232000,AUTO,210,left,GASOLINE,2000.0,8.0,470000
Chery,Bonus A13,FF,LIFTBACK,1,2012,0,88000,MANUAL,109,left,GASOLINE,1500.0,2.0,170000
Renault,Duster,4WD,SUV,1,2014,0,91000,MANUAL,135,left,GASOLINE,2000.0,1.0,800000
Opel,Astra GTC,FF,HATCH_3DR,4,2012,0,110000,AUTO,140,left,GASOLINE,1400.0,3.0,650000
Renault,Megane,FF,SEDAN,2,2007,1,144000,MANUAL,115,left,GASOLINE,1600.0,0.0,320000
Ford,Mondeo,FF,SEDAN,4,2010,0,165000,MT,125,left,GASOLINE,1600.0,0.0,420000
Kia,Rio,FF,SEDAN,3,2012,0,200000,MT,107,left,GASOLINE,1400.0,2.0,489000
Peugeot,207,FF,HATCH,1,2007,0,158203,AT,120,left,GASOLINE,1600.0,6.0,225000
Chevrolet,Lacetti,FF,SEDAN,1,2007,0,176545,MANUAL,95,left,GASOLINE,1400.0,4.0,185000
Toyota,Camry,FF,SEDAN,7,2008,0,140000,AUTO,167,left,GASOLINE,2400.0,9.0,750000
Nissan,X-Trail,4WD,SUV,2,2012,1,210000,AUTO,141,left,GASOLINE,2000.0,3.0,920000
Kia,Rio,FF,SEDAN,3,2013,0,120000,AT,123,left,GASOLINE,1600.0,1.0,600000
Opel,Insignia,4WD,SEDAN,1,2010,0,130000,MT,325,left,GASOLINE,2800.0,10.0,800000
Geely,MK,FF,SEDAN,1,2008,0,200000,MANUAL,94,left,GASOLINE,1500.0,3.0,100000
Hyundai,Solaris,FF,SEDAN,1,2015,1,137850,AUTO,107,left,GASOLINE,1400.0,1.0,719000
Opel,Astra,FF,HATCH,4,2010,0,192000,AUTO,115,left,GASOLINE,1600.0,4.0,585000
Audi,A4,4WD,SEDAN,4,2011,0,195000,AUTO,211,left,GASOLINE,2000.0,3.0,805000
Daewoo,Nexia,FF,SEDAN,1,2010,2,136772,MANUAL,80,left,GASOLINE,1500.0,4.0,138000
Honda,Civic,FF,SEDAN,8,2009,1,170000,AUTO,95,left,GASOLINE,1300.0,4.0,480000
Hyundai,Accent,FF,SEDAN,2,2005,1,142432,AUTO,102,left,GASOLINE,1500.0,0.0,240000
Nissan,Almera,FF,SEDAN,2,2002,0,31000,MT,90,left,GASOLINE,1500.0,7.0,139000
Ford,Focus,FF,SEDAN,2,2010,1,159000,MT,125,left,GASOLINE,1800.0,1.0,389000
Toyota,Esquire,FF,MINIVAN,1,2015,0,110000,AUTO,152,right,GASOLINE,2000.0,0.0,1555000
Kia,Ceed,FF,HATCH,2,2012,0,131000,MANUAL,129,left,GASOLINE,1600.0,4.0,680000
Toyota,Corolla Fielder,FF,WAGON,3,2016,1,136000,CVT,74,right,GASOLINE,1500.0,0.0,995000
Hyundai,Accent,FF,SEDAN,2,2007,0,200000,MANUAL,102,left,GASOLINE,1500.0,5.0,200000
Ford,Focus,FF,HATCH,2,2008,1,234000,MT,125,left,GASOLINE,1800.0,3.0,360000
Renault,Symbol,FF,SEDAN,1,2006,2,182000,AT,98,left,GASOLINE,1400.0,2.0,199000
Honda,Civic,FF,SEDAN,8,2007,0,224000,MANUAL,140,left,GASOLINE,1800.0,2.0,440000
Peugeot,307,FF,HATCH,1,2004,0,165000,AT,109,left,GASOLINE,1600.0,7.0,150000
Mazda,323,FF,SEDAN,-1,2001,-1,293000,AUTO,95,right,GASOLINE,1600.0,5.0,170000
Renault,Megane,FF,SEDAN,2,2008,1,155000,MT,112,left,GASOLINE,1600.0,1.0,155000
Volkswagen,Polo,FF,SEDAN,5,2015,0,80103,MANUAL,105,left,GASOLINE,1600.0,1.0,679000
Hyundai,Creta,FF,SUV,1,2016,0,84409,AT,149,left,GASOLINE,2000.0,1.0,1279000
Honda,Capa,FF,HATCH,1,1999,0,251450,AUTO,98,right,GASOLINE,1500.0,0.0,197410
Chevrolet,Lacetti,FF,SEDAN,1,2008,0,140000,MANUAL,109,left,GASOLINE,1600.0,5.0,310000
Volkswagen,Polo,FF,LIFTBACK,6,2021,0,0,SAT,125,left,GASOLINE,1400.0,0.0,1469900
Lifan,X60,FF,SUV,1,2013,0,108757,MANUAL,128,left,GASOLINE,1800.0,4.0,345000
Mitsubishi,L200,4WD,PICKUP,5,2017,0,22400,MANUAL,154,left,DIESEL,2400.0,1.0,2199990
Chevrolet,Niva,4WD,SUV,1,2018,1,52392,MANUAL,80,left,GASOLINE,1700.0,1.0,619990
Hyundai,ix35,4WD,SUV,1,2010,0,128000,AUTO,150,left,GASOLINE,2000.0,3.0,910000
Hyundai,ix35,FF,SUV,1,2013,0,41000,AUTO,150,left,GASOLINE,2000.0,2.0,1150000
Hyundai,Solaris,FF,SEDAN,2,2021,1,13000,AUTO,123,left,GASOLINE,1600.0,1.0,1280000
Mitsubishi,Lancer,FF,SEDAN,10,2008,0,220000,AUTO,143,left,GASOLINE,1800.0,5.0,559000
Nissan,Almera,FF,SEDAN,3,2016,0,195000,MANUAL,102,left,GASOLINE,1600.0,2.0,445000
Nissan,Almera,FF,SEDAN,3,2017,0,195000,MANUAL,102,left,GASOLINE,1600.0,1.0,690000
Toyota,Camry,FF,SEDAN,8,2017,2,61000,AT,181,left,GASOLINE,2500.0,1.0,1700000
Daewoo,Gentra,FF,SEDAN,2,2014,0,130000,AUTO,107,left,GASOLINE,1500.0,1.0,400000
Hyundai,Solaris,FF,SEDAN,1,2014,0,81434,AUTO,123,left,GASOLINE,1600.0,1.0,639000
Renault,Duster,4WD,SUV,1,2018,1,67000,MANUAL,143,left,GASOLINE,2000.0,2.0,1095000
Kia,Sportage,FF,SUV,3,2012,0,91000,MANUAL,150,left,GASOLINE,2000.0,2.0,900000
Volkswagen,Touareg,4WD,SUV,2,2015,1,136000,AUTO,249,left,GASOLINE,3600.0,4.0,2099000
Infiniti,EX25,4WD,SUV,1,2012,0,140000,AT,222,left,GASOLINE,2500.0,4.0,1199000
Hyundai,i40,FF,SEDAN,1,2016,1,32000,AUTO,150,left,GASOLINE,2000.0,1.0,1229000
BMW,5-Series,RR,SEDAN,5,2005,0,250000,AUTO,177,left,DIESEL,2500.0,5.0,999999
Ford,Focus,FF,WAGON,2,2006,0,220000,MANUAL,145,left,GASOLINE,2000.0,5.0,333333
Toyota,RAV4,4WD,SUV,3,2007,0,208000,AT,152,left,GASOLINE,2000.0,4.0,920000
Chevrolet,Epica,FF,SEDAN,1,2006,0,270000,AT,156,left,GASOLINE,2500.0,7.0,359000
Volkswagen,Passat,FF,WAGON,6,2006,0,156000,AT,150,left,GASOLINE,2000.0,8.0,450000
Toyota,Hiace,4WD,MINIVAN,5,2005,0,223000,AUTO,109,right,DIESEL,2500.0,0.0,650000
Volkswagen,Golf,FF,HATCH,4,2000,0,270000,MT,102,left,GASOLINE,1600.0,6.0,167000
Skoda,Octavia,FF,LIFTBACK,2,2012,1,126041,MT,102,left,GASOLINE,1600.0,2.0,589000
Ford,Focus,FF,HATCH,2,2008,0,187000,MT,125,left,GASOLINE,1800.0,4.0,439000
Skoda,Fabia,FF,HATCH,2,2007,0,0,MANUAL,86,left,GASOLINE,1400.0,4.0,250000
Chevrolet,Spark,FF,HATCH,2,2005,0,160000,MANUAL,51,left,GASOLINE,800.0,6.0,110000
Nissan,X-Trail,4WD,SUV,2,2008,0,172900,AUTO,169,left,GASOLINE,2500.0,4.0,819000
Mazda,Mazda6,FF,SEDAN,3,2014,0,160000,AUTO,150,left,GASOLINE,2000.0,3.0,1060000
Jaguar,XK,FR,COUPE,2,2007,0,15031,AT,416,left,GASOLINE,4200.0,4.0,2500000
BMW,X3,4WD,SUV,3,2018,0,28077,AUTO,184,left,GASOLINE,2000.0,1.0,3349000
Ford,Fiesta,FF,HATCH,5,2006,1,139584,MANUAL,80,left,GASOLINE,1400.0,4.0,287650
Fiat,Albea,FF,SEDAN,1,2007,1,176600,MT,77,left,GASOLINE,1400.0,3.0,220000
Kia,Sportage,4WD,SUV,1,2006,0,206000,MANUAL,128,left,GASOLINE,2000.0,7.0,265000
Honda,Civic,FF,HATCH,8,2007,0,172380,AUTO,140,left,GASOLINE,1800.0,6.0,485000
Toyota,Corolla,FF,SEDAN,10,2013,1,258000,MANUAL,124,left,GASOLINE,1600.0,3.0,776000
Honda,Stepwgn,FF,MINIVAN,5,2015,0,50000,CVT,150,right,GASOLINE,1500.0,0.0,1650000
Hyundai,Sonata,FF,SEDAN,6,2010,0,85000,AUTO,198,left,GASOLINE,2400.0,0.0,495000
Skoda,Rapid,FF,HATCH,0,2021,0,0,MANUAL,90,left,GASOLINE,1600.0,0.0,1334300
Opel,Astra,FF,SEDAN,3,2008,1,225000,MANUAL,140,left,GASOLINE,1800.0,3.0,324900
Ford,Mondeo,FF,SEDAN,4,2009,0,171000,MANUAL,145,left,GASOLINE,2000.0,3.0,498900
Audi,Q5,4WD,SUV,1,2013,1,84000,AT,225,left,GASOLINE,2000.0,2.0,1760000
Mazda,Mazda6,FF,SEDAN,2,2011,1,239000,AT,147,left,GASOLINE,2000.0,2.0,857000
Lexus,NX200,4WD,SUV,1,2019,1,16465,AUTO,150,left,GASOLINE,2000.0,1.0,3300000
Toyota,Mark II Wagon Qualis,FF,WAGON,1,1998,0,440000,AT,200,right,GASOLINE,2500.0,0.0,300000
Mercedes-Benz,S-Class,4WD,COUPE,6,2016,0,66952,AT,455,left,GASOLINE,4700.0,2.0,6100000
Mitsubishi,L200,4WD,PICKUP,4,2008,0,171000,MT,136,left,DIESEL,2500.0,2.0,899000
Skoda,Superb,FF,WAGON,2,2012,0,177800,AUTO,140,left,DIESEL,2000.0,0.0,900000
Mercedes-Benz,CLS-Class,4WD,SEDAN,2,2014,0,84000,AT,408,left,GASOLINE,4700.0,2.0,2499000
Hyundai,Solaris,FF,SEDAN,1,2012,0,139000,MT,123,left,GASOLINE,1600.0,2.0,470000
Nissan,March,FF,HATCH,3,2002,0,225000,AT,98,right,GASOLINE,1400.0,0.0,197000
Chevrolet,Lanos,FF,SEDAN,1,2007,0,183689,MT,86,left,GASOLINE,1500.0,4.0,115000
Infiniti,FX35,4WD,SUV,2,2008,0,165000,AUTO,307,left,GASOLINE,3500.0,10.0,1000000
Fiat,Albea,FF,SEDAN,1,2011,1,195000,MANUAL,77,left,GASOLINE,1400.0,2.0,280000
Ford,Kuga,4WD,SUV,2,2012,0,156000,AUTO,150,left,GASOLINE,1600.0,3.0,975000
Lexus,CT200h,FF,HATCH,1,2012,0,102284,AUTO,99,left,GASOLINE,1800.0,3.0,1370000
Ford,Focus,FF,SEDAN,1,2004,1,288500,MT,100,left,GASOLINE,1600.0,5.0,150000
Mitsubishi,Lancer,FF,SEDAN,10,2008,0,144000,AUTO,143,left,GASOLINE,1800.0,4.0,539000
Hyundai,Getz,FF,HATCH,1,2008,1,126000,MT,97,left,GASOLINE,1400.0,4.0,365000
Nissan,Qashqai,FF,SUV,1,2013,1,144691,MANUAL,114,left,GASOLINE,1600.0,1.0,799000
Toyota,Land Cruiser Prado,4WD,SUV,4,2018,2,42000,AT,249,left,GASOLINE,4000.0,1.0,4199000
Skoda,Fabia,FF,HATCH,2,2010,1,81000,MT,86,left,GASOLINE,1400.0,0.0,489000
Mercedes-Benz,Vito,4WD,MINIVAN,2,2013,1,220000,AT,136,left,DIESEL,2100.0,2.0,1770000
Subaru,Outback,4WD,WAGON,2,2001,0,250000,AUTO,209,left,GASOLINE,3000.0,8.0,450000
Mercedes-Benz,GL-Class,4WD,SUV,1,2006,0,350000,AUTO,340,left,GASOLINE,4700.0,1.0,535000
Porsche,Cayenne,4WD,SUV,2,2013,0,125000,AT,245,left,DIESEL,3000.0,3.0,2550000
Hyundai,Santa Fe,4WD,SUV,3,2015,0,0,MT,175,left,GASOLINE,2400.0,1.0,1445000
Hyundai,Sonata,FF,SEDAN,8,2019,0,30000,AT,180,left,GASOLINE,2500.0,2.0,2149000
Ford,Focus,FF,WAGON,2,2007,0,180000,MANUAL,80,left,GASOLINE,1400.0,2.0,337000
Toyota,Camry,FF,SEDAN,9,2019,0,44404,AUTO,181,left,GASOLINE,2500.0,1.0,2209000
Kia,Cerato,FF,SEDAN,3,2014,0,78841,AUTO,130,left,GASOLINE,1600.0,1.0,969000
Peugeot,408,FF,SEDAN,1,2013,0,154578,AT,120,left,GASOLINE,1600.0,1.0,519000
